"x"
"「ヒロミさん」・・近年 伊予ちゃんネタや息子ネタでブレイクされましたが・・最近 余裕あるのか 口ひげはやされて・・なんだか こ汚いオヤジにしかみえないし、少し 太った?のか・・座ってる時の姿勢もジム経営者には見えない悪い姿勢で、テレビ的に絵ずらが良くないです。"
